TYPE_OF_DAY,TIME_OF_DAY,PROCESS,SUSPICIOUS
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,evening,telnetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
WORKING,afternoon,telnetd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,early morning,telnetd,NON-ATTACK
NON_WORKING,morning,telnetd,NON-ATTACK
NON_WORKING,morning,telnetd,NON-ATTACK
NON_WORKING,morning,telnetd,NON-ATTACK
NON_WORKING,morning,telnetd,NON-ATTACK
NON_WORKING,morning,telnetd,NON-ATTACK
NON_WORKING,morning,rpc,ATTACK
NON_WORKING,afternoon,telnetd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,afternoon,rpc,ATTACK
NON_WORKING,afternoon,rpc,ATTACK
NON_WORKING,afternoon,rpc,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,evening,telnetd,NON-ATTACK
WORKING,early morning,login,NON-ATTACK
WORKING,early morning,,NON-ATTACK
WORKING,early morning,login,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,telnetd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
WORKING,night,ftpd,NON-ATTACK
